image,layer,target_step_start,target_step_end,token,word_id,word,word_n_subtokens,firstword_step_start,firstword_step_end,firstword,query_object,query_word,query_pair,query_mask,target_type,target,match_type,obj_iou,iou_hard,io_ratio,wdp,func_iou,f1_iou
000000010363,28,11,11,car,11,car,1,4,4,cat,cat,on + car,on + car+cat,3,query_relation,cat,regular,0.34880856834472646,0.14805025031783542,0.8646820746282722,0.00695362618215186,0.745819397993311,0.47531801572377314
000000010363,28,11,11,car,11,car,1,11,11,car,car,black,black+car,1,query_attribute,car,fallback,0.4627667465702618,0.17441774552380326,0.8604368674957421,0.007226585669462419,0.705685618729097,0.558975012724664
000000010764,28,8,10,ched,8,crouched,3,5,5,catcher,catcher,crouched,crouched+catcher,2,query_action,catcher,regular,0.12736773350751143,0.12398599421500185,0.2563708711715388,0.11011554185464593,0.9391304347826087,0.22431339969005126
000000010764,28,26,26,black,24,black,1,5,5,catcher,catcher,black,black+catcher,1,query_attribute,catcher,regular,0.6024718110698939,0.5061039909149903,0.46989352582890775,0.04604089408502189,0.8202898550724638,0.6947073798069557
000000011051,28,5,5,man,5,man,1,5,5,man,man,black,black+man,1,query_attribute,man,fallback,0.5303565101256508,0.24735879124122057,0.7148049374709387,0.022001739441159903,0.7048054919908466,0.6052617881850967
000000011051,28,26,26,adjusting,26,adjusting,1,7,7,woman,woman,adjusting,adjusting+woman,2,query_action,woman,regular,0.377151261030102,0.2163245592851968,0.4356848567277771,0.04727418074548439,0.7208237986270023,0.4952017848521687
000000011051,28,28,29,'s,28,man's,2,7,7,woman,woman,right of + man,right of + man+woman,3,query_relation,woman,fallback,0.06826557847304048,0.005606175546237401,0.3893493269754512,0.03784487627436577,0.7574370709382151,0.12524334236154094
000000011699,28,16,16,red,16,red,1,13,13,person,person,red,red+person,1,query_attribute,person,regular,0.2908365009311462,0.21756947715496938,0.31022892633916016,0.12212912657400968,0.7877237851662404,0.42482341011636554
000000011699,28,13,13,person,13,person,1,13,13,person,person,left of + person,left of + person+person,3,query_relation,person,fallback,0.06136412413615487,0.00839705269011539,0.29507566602680685,0.05945018102667471,0.887468030690537,0.11479100518491624
000000011699,28,13,13,person,13,person,1,5,5,standing,person,standing,standing+person,2,query_action,person,reversed,0.023846414564470054,0.004615073985404829,0.13215998418945515,0.1073872917409533,0.8849104859335039,0.04644133604587474
000000029397,28,54,54,orange,48,orange,1,52,52,person,person,orange,orange+person,1,query_attribute,person,regular,0.3651670279936069,0.41825113063244385,0.3128565385901906,0.13943388821401076,0.8016304347826086,0.5017648953783023
000000029397,28,59,59,standing,53,standing,1,52,52,person,person,standing,standing+person,2,query_action,person,regular,0.24105363486699594,0.20454069158225638,0.21467958896705508,0.13491338777358733,0.8342391304347826,0.3740309266995747
000000029397,28,62,62,bench,56,bench,1,52,52,person,person,on + bench,on + bench+person,3,query_relation,person,regular,0.16354648970060745,0.07980605312979192,0.5342942015277862,0.03141432333588618,0.8913043478260869,0.27637973475687155
000000032081,28,14,14,wearing,14,wearing,1,6,6,player,player,wearing,wearing+player,2,query_action,player,regular,0.2600895851621762,0.22067196396170932,0.2424220408578511,0.05216952405272802,0.8076923076923077,0.3934742828140494
000000032081,28,16,16,white,16,white,1,6,6,player,player,white,white+player,1,query_attribute,player,regular,0.20708333333333334,0.19757666337505672,0.1796538685021925,0.07976554528777978,0.7735042735042735,0.3267017494161954
000000040036,28,6,6,horse,6,horse,1,1,1,person,person,top + horse,top + horse+person,3,query_relation,person,fallback,0.2965477784014854,0.26589713617767385,0.34525696853549454,0.057917325448954296,0.7304347826086957,0.4218354240343002
000000040036,28,6,6,horse,6,horse,1,5,5,brown,horse,brown,brown+horse,1,query_attribute,horse,reversed,0.3535009249638884,0.32326094893683605,0.35283118998050367,0.05830253243546828,0.7594202898550725,0.48243446404924917
000000040036,28,28,28,jumping,26,jumping,1,6,6,horse,horse,jumping,jumping+horse,2,query_action,horse,regular,0.03287299727484564,0.01264274061990212,0.09596130743783361,0.11907562539753688,0.863768115942029,0.0633355899097456
000000047121,28,4,4,cat,4,cat,1,1,1,black,cat,black,black+cat,1,query_attribute,cat,reversed,0.5173251965246173,0.38712263294815175,0.5946665804940401,0.04842650442022098,0.8132992327365729,0.6323951013621144
000000047121,28,6,6,drinking,6,drinking,1,4,4,cat,cat,drinking,drinking+cat,2,query_action,cat,regular,0.15691249436175012,0.10415659252095422,0.2459979008473052,0.12809786372535065,0.7161125319693095,0.2574198911736631
000000047121,28,19,19,cat,19,cat,1,10,10,sink,cat,on + sink,on + sink+cat,3,query_relation,cat,reversed,0.24448587361807134,0.15393250187557467,0.7680817930597083,0.01949562889719968,0.8132992327365729,0.3759557063792556
000000047585,28,14,14,holding,14,holding,1,6,6,groom,groom,holding,holding+groom,2,query_action,groom,regular,0.18749635300570683,0.04388698717621213,0.24660413440834716,0.08693762707455142,0.7797101449275362,0.3022990620676215
000000047585,28,16,16,umbrella,16,umbrella,1,6,6,groom,groom,"under + umbrella, 279558)","under + umbrella, 279558)+groom",3,query_relation,groom,fallback,0.1346626857183479,0.11903794888457307,0.5264624751780591,0.015474378842003707,0.8840579710144928,0.23372377878216663
000000047585,28,23,23,white,23,white,1,4,4,bride,bride,white,white+bride,1,query_attribute,bride,regular,0.5735539256542758,0.325920245398773,0.5542222559594185,0.04312031666604857,0.7681159420289855,0.6567277458039511
000000052017,28,7,7,airplane,7,airplane,1,7,7,airplane,airplane,flying,flying+airplane,2,query_action,airplane,fallback,0.1802606718544849,0.12507566280618215,0.17607092478153277,0.08940092689431053,0.7101449275362319,0.2875345838780229
000000052017,28,7,7,airplane,7,airplane,1,7,7,airplane,airplane,orange,orange+airplane,1,query_attribute,airplane,fallback,0.1802606718544849,0.12507566280618215,0.17607092478153277,0.08940092689431053,0.7101449275362319,0.2875345838780229
000000052891,28,17,17,holding,17,holding,1,1,1,dog,dog,holding,holding+dog,2,query_action,dog,regular,0.13844524414168283,0.12759666883378223,0.22990914063001638,0.07559974768156641,0.8347826086956521,0.2375017971981882
000000052891,28,20,22,bee,20,frisbee,3,19,19,yellow,frisbee,yellow,yellow+frisbee,1,query_attribute,frisbee,reversed,0.013226527570789865,0.008692903429745534,0.03757559505222107,0.26742558668089644,0.7652173913043478,0.026003591725297523
000000061747,28,5,5,skiing,5,skiing,1,4,4,woman,woman,skiing,skiing+woman,2,query_action,woman,regular,0.05263394529786437,0.056128453408839325,0.10452771081487856,0.13919108420388282,0.7369565217391304,0.09825075370446285
000000061747,28,15,15,purple,15,purple,1,4,4,woman,woman,purple,purple+woman,1,query_attribute,woman,regular,0.4869235376322619,0.45224142982713156,0.4586924426782589,0.06248750680242627,0.8782608695652174,0.6265027454431239
000000061747,28,29,29,ski,28,ski,1,4,4,woman,woman,on + skis,on + skis+woman,3,query_relation,woman,fuzzy,0.16962367356895566,0.1584204467493808,0.24073428756272286,0.07209801460532304,0.8260869565217391,0.2814550734280145
000000072813,28,5,5,dog,5,dog,1,5,5,dog,dog,sitting,sitting+dog,2,query_action,dog,fallback,0.35767481710933896,0.3524940727999628,0.3070904494712866,0.07683299367187132,0.8363171355498721,0.5010579473957045
000000072813,28,5,5,dog,5,dog,1,4,4,brown,dog,brown,brown+dog,1,query_attribute,dog,reversed,0.37139999660976725,0.37256215750556365,0.30866134735693784,0.07618988404035691,0.8363171355498721,0.5143724023397487
000000072813,28,9,9,bed,9,bed,1,5,5,dog,dog,on + bed,on + bed+dog,3,query_relation,dog,regular,0.26741703051559185,0.15825692743079356,0.5744772472097212,0.028884862111843206,0.7365728900255755,0.3923787101423403
000000078823,28,10,10,sitting,9,sitting,1,4,4,dog,dog,sitting,sitting+dog,2,query_action,dog,regular,0.13198573127229488,0.12674406442840708,0.11927571596684347,0.13115315625899968,0.8337595907928389,0.22789521581272612
000000078823,28,20,20,car,18,car,1,16,16,brown,car,brown,brown+car,1,query_attribute,car,reversed,0.2508649199559047,0.1163691351283236,0.36268823572866826,0.07088799023650909,0.7007672634271099,0.36946611625177633
000000078823,28,20,20,car,18,car,1,4,4,dog,dog,on + car,on + car+dog,3,query_relation,dog,regular,0.20927725208655723,0.10602191526783283,0.36838905840896574,0.07008963666699754,0.7289002557544757,0.32518844524533747
000000297353,28,4,4,man,4,man,1,4,4,man,man,black,black+man,1,query_attribute,man,fallback,0.2584208315833683,0.2435049818418847,0.24483773294406017,0.0762209735006782,0.8676748582230623,0.3982348222015271
000000297353,28,5,5,playing,5,playing,1,4,4,man,man,playing,playing+man,2,query_action,man,regular,0.08464789280984654,0.028650991541024864,0.11626333159971819,0.09584751885436507,0.8071833648393195,0.15322712757324908
000000297353,28,13,13,bed,13,bed,1,4,4,man,man,on + bed,on + bed+man,3,query_relation,man,regular,0.29484430013562357,0.2585830521928954,0.3861728608024722,0.04966672784807796,0.7674858223062382,0.42602354082128646
000000297595,28,4,4,on,4,on,1,1,1,person,person,on + surfboard,on + surfboard+person,3,query_relation,person,fallback,0.01336246743423817,0.029028219706848886,0.011996159988876374,0.19405517420849402,0.6840579710144927,0.026212889261300745
000000297595,28,3,3,surfing,3,surfing,1,1,1,person,person,surfing,surfing+person,2,query_action,person,regular,0.0,0.0,0.002258607718357633,0.23582068888331442,0.7855072463768116,0.0
000000297595,28,1,1,person,1,person,1,1,1,person,person,black,black+person,1,query_attribute,person,fallback,0.014814052775063011,0.005694220366328176,0.005660875906057228,0.29106604539593883,0.9101449275362319,0.029153584702620992
000000301867,28,15,15,umbrella,15,umbrella,1,4,4,women,women,"under + umbrella, 281970)","under + umbrella, 281970)+women",3,query_relation,women,fallback,0.11917478164842887,0.10862848374253484,0.3596092902802214,0.0556225018326621,0.9411764705882353,0.2115610277979045
000000301867,28,15,15,umbrella,15,umbrella,1,15,15,umbrella,umbrella,white,white+umbrella,1,query_attribute,umbrella,fallback,0.5433431468760223,0.5770126844421434,0.19112391059368317,0.11648687375963447,0.9411764705882353,0.6889525463713073
000000301867,28,28,28,laughing,27,laughing,1,4,4,women,women,laughing,laughing+women,2,query_action,women,regular,0.12308833556875998,0.07541520999725246,0.25885679880301304,0.0695921818289173,0.7672634271099744,0.21214351932456735
000000302990,28,6,6,riding,5,riding,1,4,5,surfer,surfer,riding,riding+surfer,2,query_action,surfer,regular,0.05268611412480343,0.0464804611882831,0.04133757508203606,0.13961777951396964,0.7217391304347827,0.09820348822964428
000000302990,28,16,17,fer,14,surfer,2,4,5,surfer,surfer,behind + surfer,behind + surfer+surfer,3,query_relation,surfer,fallback,0.0009076881183625306,0.0,0.015875245170163175,0.1495475356166222,0.8289855072463768,0.0018133906855124034
000000303499,28,10,10,riding,10,riding,1,4,4,individuals,individuals,riding,riding+individuals,2,query_action,individuals,regular,0.1298040928375343,0.13627102980403688,0.17753382371894108,0.07250440771219756,0.6805555555555556,0.21802392725157402
000000303499,28,11,11,horses,11,horses,1,11,11,horses,horse,left of + horse,left of + horse+horse,3,query_relation,horse,fallback,0.46158580501538665,0.4019802275472317,0.5523949302095836,0.024794678902582776,0.6620370370370371,0.5439314461292959
000000303499,28,11,11,horses,11,horses,1,11,11,horses,horse,black,black+horse,1,query_attribute,horse,fallback,0.3041459273555746,0.29765880282954504,0.3208795617267231,0.09141564749649889,0.6620370370370371,0.4168069113078357
000000304560,28,5,5,cat,5,cat,1,4,4,black,cat,black,black+cat,1,query_attribute,cat,reversed,0.46377374567690843,0.3351332830809292,0.6139272873555186,0.038977560751406404,0.8231884057971014,0.5932935477815946
000000304560,28,6,6,sitting,6,sitting,1,5,5,cat,cat,sitting,sitting+cat,2,query_action,cat,regular,0.18575818484016854,0.06319940189079684,0.312503773412234,0.07080172635470174,0.7884057971014493,0.3006738752445652
000000308165,28,1,2,er,1,skateboarder,2,1,2,skateboarder,skateboarder,black,black+skateboarder,1,query_attribute,skateboarder,fallback,0.0,0.0,0.024638792816648117,0.18352065189274114,0.9623188405797102,0.0
000000308165,28,4,4,performing,3,performing,1,1,2,skateboarder,skateboarder,performing,performing+skateboarder,2,query_action,skateboarder,regular,0.013567727196745974,0.013155523517750947,0.03585403559305824,0.14696775403057982,0.8956521739130435,0.026730528762056407
000000308165,28,10,10,over,8,over,1,1,2,skateboarder,skateboarder,over + skateboard,over + skateboard+skateboarder,3,query_relation,skateboarder,fallback,0.019715811833611745,0.017056396148555707,0.047740758606957694,0.15031045385335715,0.8202898550724638,0.0385061222055724
000000309452,28,6,6,bird,6,bird,1,5,5,yellow,bird,yellow,yellow+bird,1,query_attribute,bird,reversed,0.5646852668181693,0.4458614653663416,0.3413428863827167,0.09495053164822138,0.8900255754475703,0.6909748864782245
000000309452,28,6,6,bird,6,bird,1,6,6,bird,bird,sitting,sitting+bird,2,query_action,bird,fallback,0.5184005475413288,0.4816026734431023,0.32768161316054506,0.09886408845603104,0.887468030690537,0.6544906403897479
000000309964,28,8,8,sitting,8,sitting,1,7,7,woman,woman,sitting,sitting+woman,2,query_action,woman,regular,0.1311910722223522,0.1092580394035571,0.1486200566303661,0.1766779536796795,0.7333333333333333,0.2225658076929669
000000309964,28,12,12,tent,12,tent,1,11,11,blue,tent,blue,blue+tent,1,query_attribute,tent,reversed,0.38134471264096076,0.257114290109214,0.5459387916851891,0.029824639717587448,0.8260869565217391,0.5218082332885695
000000309964,28,12,12,tent,12,tent,1,7,7,woman,woman,under + tent,under + tent+woman,3,query_relation,woman,regular,0.27994965783056713,0.17425613888502064,0.5562599365149189,0.0245473630008309,0.8289855072463768,0.4185532507376475
000000311180,28,5,5,holding,5,holding,1,4,4,hand,hand,holding,holding+hand,2,query_action,hand,regular,0.20238325143588753,0.14392745346714658,0.6129220468929742,0.011893733565192431,0.8491048593350383,0.3268598103619919
000000311180,28,12,12,scissors,10,scissors,1,12,12,scissors,scissors,on + hand,on + hand+scissors,3,query_relation,scissors,fallback,0.27447986044152645,0.15602991228229263,0.5561159272372842,0.03492061030004914,0.7340153452685422,0.3995505945700438
000000311180,28,28,29,ery,26,greenery,2,12,12,scissors,scissors,green,green+scissors,1,query_attribute,scissors,fuzzy,0.0,0.0,0.030612407942253558,0.20632010283322624,0.8286445012787724,0.0
000000311394,28,9,9,holding,8,holding,1,4,4,baby,baby,holding,holding+baby,2,query_action,baby,regular,0.2011833183779037,0.11274407901416009,0.838553478594861,0.008021082292372791,0.8414322250639387,0.3247258844226294
000000311394,28,11,12,brush,10,toothbrush,2,11,12,toothbrush,toothbrush,blue,blue+toothbrush,1,query_attribute,toothbrush,fallback,0.09398289906984805,0.09815151597405065,0.06982282215096025,0.15659893753690537,0.7774936061381074,0.1676949468550352
000000311394,28,11,12,brush,10,toothbrush,2,4,4,baby,baby,behind + toothbrush,behind + toothbrush+baby,3,query_relation,baby,fallback,0.10733668998888381,0.05438682832982864,0.46070747595800304,0.0384739519423475,0.7774936061381074,0.18863185525105045
000000311518,28,4,4,green,4,green,1,4,4,green,boat,green,green+boat,1,query_attribute,boat,fallback,0.07611472364143056,0.028015011664469014,0.06290401309197767,0.1432729108187502,0.6898550724637681,0.13710234648993203
000000311518,28,7,7,floating,6,floating,1,7,7,floating,boat,floating,floating+boat,2,query_action,boat,fallback,0.16884889681301538,0.22156486515296878,0.14044111284363767,0.09940595300137124,0.7391304347826086,0.274899117570551
000000311928,28,2,2,boy,2,boy,1,2,2,boy,sports ball,right of + boy,right of + boy+sports ball,3,query_relation,sports ball,fallback,0.4299223521052899,0.4034319226731347,0.4454805663620494,0.05039073837277404,0.8478260869565217,0.5705338771506635
000000311928,28,2,2,boy,2,boy,1,1,1,young,boy,young,young+boy,1,query_attribute,boy,reversed,0.44209742453412765,0.4041764394340622,0.4552299654644277,0.07454454727203146,0.860248447204969,0.5840439643901122
000000311928,28,2,2,boy,2,boy,1,2,2,boy,boy,playing,playing+boy,2,query_action,boy,fallback,0.44271404929884156,0.4163024393888453,0.44421755055176837,0.07920508474415949,0.8478260869565217,0.5816859305853358
000000311950,28,4,4,hot,4,hot,1,4,4,hot,hot dog,red,red+hot dog,1,query_attribute,hot dog,fallback,0.6768578115857227,0.6415401012523315,0.4863852756907969,0.0636104166749294,0.8777173913043478,0.7643115258297356
000000311950,28,4,4,hot,4,hot,1,4,4,hot,hot dog,resting,resting+hot dog,2,query_action,hot dog,fallback,0.6768578115857227,0.6415401012523315,0.4863852756907969,0.0636104166749294,0.8777173913043478,0.7643115258297356
000000313034,28,4,4,man,4,man,1,4,4,man,man,green,green+man,1,query_attribute,man,fallback,0.3486506199854121,0.15424470714349522,0.437038583105885,0.0953297807596801,0.7723785166240409,0.4804339867540853
000000313034,28,7,7,woman,7,woman,1,4,4,man,man,right of + woman,right of + woman+man,3,query_relation,man,fallback,0.34538517184153417,0.20180016418435556,0.7899957249700599,0.008595460282565763,0.8107416879795396,0.48440732060363223
000000313034,28,16,16,holding,16,holding,1,7,7,woman,woman,holding,holding+woman,2,query_action,woman,regular,0.13122954423330566,0.10533015996014834,0.32251429515362523,0.0902560950299457,0.8618925831202046,0.2277781709734678
000000313783,28,29,29,fork,28,fork,1,29,29,fork,fork,right of + carrot),right of + carrot)+fork,3,query_relation,fork,fallback,0.17737944162436547,0.17221059972105998,0.27826213808893074,0.03778785210623208,0.9102564102564102,0.29690226468183833
000000313783,28,29,29,fork,28,fork,1,29,29,fork,fork,clean,clean+fork,1,query_attribute,fork,fallback,0.3431324413894685,0.3671027203805559,0.26533749935392337,0.05719227923422004,0.9102564102564102,0.4983904299636151
000000322163,28,15,15,preparing,15,preparing,1,13,13,man,man,preparing),preparing)+man,2,query_action,man,regular,0.28306880909976484,0.140884790163058,0.44223953339072275,0.06130106647661607,0.7800511508951407,0.41539649076261637
000000322163,28,57,58,vens,57,ovens,2,57,58,ovens,oven,behind + man,behind + man+oven,3,query_relation,oven,fallback,0.010265808986475965,0.0018480492813141684,0.07985362281475678,0.16856249264075207,0.9028132992327366,0.020300779630034748
000000327601,28,5,5,sitting,5,sitting,1,4,4,woman,woman,sitting,sitting+woman,2,query_action,woman,regular,0.24033334973834014,0.014167680454176804,0.28232855704016807,0.05774691570860759,0.7037037037037037,0.3582983691535161
000000327601,28,12,12,blue,12,blue,1,4,4,woman,woman,blue,blue+woman,1,query_attribute,woman,regular,0.45324822498207634,0.42493535466206966,0.5603850962896149,0.02636719178947253,0.8472222222222222,0.5905585462754731
000000327601,28,9,9,chair,9,chair,1,4,4,woman,woman,on + chair,on + chair+woman,3,query_relation,woman,regular,0.1754454201385253,0.060034244761787085,0.3127726948504096,0.0428257880285877,0.7731481481481481,0.2859924549692528
000000329455,28,7,7,pizza,7,pizza,1,7,7,pizza,pizza,cooked,cooked+pizza,1,query_attribute,pizza,fallback,0.7774670395525369,0.7531748616085966,0.6978295560040756,0.019878401497870117,0.8132992327365729,0.7949795740088899
000000329455,28,21,21,dining,20,dining,1,7,7,pizza,pizza,on + dining table,on + dining table+pizza,3,query_relation,pizza,fuzzy,0.08735651136512432,0.030955145702321888,0.486962956780882,0.03694953400428728,0.8439897698209718,0.15832564838401386
000000329455,28,47,47,sitting,45,sitting,1,37,37,person,person,sitting,sitting+person,2,query_action,person,regular,0.09668616769542146,0.06102901246692625,0.21648209945072383,0.2086273872172949,0.8158567774936062,0.17288406122706482
000000334530,28,4,5,fer,4,surfer,2,4,5,surfer,surfer,dark,dark+surfer,1,query_attribute,surfer,fallback,0.012467532467532468,0.010430985687717312,0.029295517929037847,0.19327720772249046,0.8913043478260869,0.02459108573142236
000000334530,28,6,6,riding,5,riding,1,4,5,surfer,surfer,riding,riding+surfer,2,query_action,surfer,regular,0.06824285584960318,0.08324897760861644,0.04954724651672938,0.12859702420513014,0.7771739130434783,0.12546845359440836
000000334530,28,16,17,board,13,surfboard,2,4,5,surfer,surfer,over + surfboard,over + surfboard+surfer,3,query_relation,surfer,fallback,0.030884951600544202,0.04964856516094372,0.034249880205381375,0.1600359537617933,0.7608695652173914,0.05936036788400148
000000335450,28,5,5,horses,5,horses,1,4,4,brown,horse,brown,brown+horse,1,query_attribute,horse,fuzzy_reversed,0.18610456961227143,0.135284208643282,0.271572754768737,0.08915565263394071,0.8318840579710145,0.3041633676076391
000000335450,28,6,6,standing,6,standing,1,5,5,horses,horse,standing,standing+horse,2,query_action,horse,fuzzy,0.14533075165058404,0.12540946044569665,0.26442137507349445,0.08127645183896005,0.9101449275362319,0.25063968604509207
000000335450,28,29,29,horses,28,horses,1,5,5,horses,horse,behind + horse,behind + horse+horse,3,query_relation,horse,fallback,0.3049670812871157,0.2226945214834223,0.4081109878421332,0.062107803161768664,0.8115942028985508,0.4433424636033812
000000337055,28,5,5,sitting,5,sitting,1,4,4,woman,woman,sitting,sitting+woman,2,query_action,woman,regular,0.17722534857187058,0.11828410514694024,0.29423344587902667,0.07527248055485988,0.7652173913043478,0.2877966229014242
000000337055,28,9,9,suitcase,9,suitcase,1,8,8,blue,suitcase,blue,blue+suitcase,1,query_attribute,suitcase,reversed,0.6604508129682337,0.5802868880997145,0.6332143334206919,0.07062787756610837,0.9101449275362319,0.7654496211955178
000000337055,28,9,9,suitcase,9,suitcase,1,4,4,woman,woman,behind + suitcase,behind + suitcase+woman,3,query_relation,woman,fallback,0.21399207319644137,0.17660091176345277,0.7481550878394877,0.021997444051481258,0.9130434782608695,0.34672210043222235
000000346905,28,4,4,elephants,4,elephants,1,4,4,elephants,elephants,muddy,muddy+elephants,1,query_attribute,elephants,fallback,0.3959050070539316,0.30816439555910463,0.7706684831728605,0.00767341940198704,0.7275362318840579,0.5127731242772146
000000346905,28,14,14,standing,14,standing,1,4,4,elephants,elephants,standing,standing+elephants,2,query_action,elephants,regular,0.13287999315712942,0.10717627360697314,0.5853486304777855,0.010554271028011392,0.881159420289855,0.23093472736023513
000000346905,28,23,23,elephants,23,elephants,1,4,4,elephants,elephant,between + elephant),between + elephant)+elephant,3,query_relation,elephant,fallback,0.3570012824997085,0.24777594298059538,0.7582412872490303,0.008381609811981518,0.7333333333333333,0.4802212764744042
000000347930,28,5,5,sitting,5,sitting,1,4,4,dog,dog,sitting,sitting+dog,2,query_action,dog,regular,0.2049174957648138,0.18697494610066165,0.19577452939315615,0.09444098952999945,0.690537084398977,0.31604758790086573
000000347930,28,8,8,couch,8,couch,1,4,4,dog,dog,on + couch,on + couch+dog,3,query_relation,dog,regular,0.339771197283804,0.1053520455695987,0.899721425097453,0.004593763059850134,0.7186700767263428,0.46140187163376223
000000347930,28,24,24,red,24,red,1,4,4,dog,dog,red,red+dog,1,query_attribute,dog,regular,0.3766537832614836,0.3277867050067659,0.31507160479659485,0.09313917812165458,0.8644501278772379,0.5246916203931645
000000348488,28,21,21,horses,20,horses,1,17,17,drawn,horses,drawn,drawn+horses,2,query_action,horses,reversed,0.4066846659003627,0.303883574356987,0.5373065481859076,0.01599872258602957,0.7544757033248082,0.5284949563708197
000000348488,28,21,21,horses,20,horses,1,9,9,black,horses,black,black+horses,1,query_attribute,horses,reversed,0.41824859467322784,0.3298306354460878,0.5474261500524361,0.015137157747796264,0.7544757033248082,0.5381629819888402
000000348708,28,5,5,bowl,5,bowl,1,4,4,white,bowl,white,white+bowl,1,query_attribute,bowl,reversed,0.40063024267707353,0.23643138016408563,0.6138626000733045,0.03507834309134196,0.8136645962732919,0.536901968461774
000000348708,28,19,19,banana,19,banana,1,19,19,banana,banana,left of + bowl,left of + bowl+banana,3,query_relation,banana,fallback,0.1780531625742848,0.13674008083807637,0.6243182952146827,0.028229317846330027,0.8509316770186336,0.29448650825166206
000000350679,28,1,1,bride,1,bride,1,1,1,bride,bride,white,white+bride,1,query_attribute,bride,fallback,0.3442591236337004,0.2783205154853461,0.4811481314956163,0.08989209159355335,0.8521739130434782,0.49040545604226027
000000350679,28,5,5,cutting,5,cutting,1,1,1,bride,bride,cutting,cutting+bride,2,query_action,bride,regular,0.08015066060381336,0.043941974645343454,0.24300214886476798,0.06678079071984731,0.8115942028985508,0.1458933247993342
000000353051,28,13,13,leaning,13,leaning,1,5,5,person,person,leaning,leaning+person,2,query_action,person,regular,0.04572133805949801,0.03693786130784053,0.07418952841347343,0.21647574269057646,0.7768115942028986,0.08635974102434615
000000353051,28,19,19,horse,19,horse,1,5,5,person,person,left of + horse,left of + horse+person,3,query_relation,person,fallback,0.42433692001918993,0.16153642511612235,0.6634535283120216,0.022295313351099674,0.8376811594202899,0.5633184641925028
000000353051,28,19,19,horse,19,horse,1,18,18,brown,horse,brown,brown+horse,1,query_attribute,horse,reversed,0.0,0.0,0.0063836208690368984,0.2926465269450778,0.8260869565217391,0.0
000000353970,28,5,5,cat,5,cat,1,4,4,gray,cat,gray,gray+cat,1,query_attribute,cat,reversed,0.5178706858154065,0.3101414369800563,0.7884390850789871,0.010245414883514468,0.8289855072463768,0.6374953694095247
